i,j,h,s,f_mw
12,16,165,2,-19.2598679349
12,16,165,3,-25.2293068636
12,16,166,1,-34.1682046426
12,16,166,2,-21.5120816245
12,16,166,3,-23.8165696174
12,16,167,1,-30.3376874433
12,16,167,2,-23.7703458524
12,16,167,3,-27.8927289139
12,16,168,1,-30.3636388217
12,16,168,2,-28.8368232793
12,16,168,3,-17.7818917014
12,117,1,1,20.0000000000
12,117,1,2,20.0000000000
12,117,1,3,20.0000000000
12,117,2,1,20.0000000000
12,117,2,2,20.0000000000
12,117,2,3,20.0000000000
12,117,3,1,20.0000000000
12,117,3,2,20.0000000000
12,117,3,3,20.0000000000
12,117,4,1,20.0000000000
12,117,4,2,20.0000000000
12,117,4,3,20.0000000000
12,117,5,1,20.0000000000
12,117,5,2,20.0000000000
12,117,5,3,20.0000000000
12,117,6,1,20.0000000000
12,117,6,2,20.0000000000
12,117,6,3,20.0000000000
12,117,7,1,20.0000000000
12,117,7,2,20.0000000000
12,117,7,3,20.0000000000
12,117,8,1,20.0000000000
12,117,8,2,20.0000000000
12,117,8,3,20.0000000000
12,117,9,1,20.0000000000
12,117,9,2,20.0000000000
12,117,9,3,20.0000000000
12,117,10,1,20.0000000000
12,117,10,2,20.0000000000
12,117,10,3,20.0000000000
12,117,11,1,20.0000000000
12,117,11,2,20.0000000000
12,117,11,3,20.0000000000
12,117,12,1,20.0000000000
12,117,12,2,20.0000000000
12,117,12,3,20.0000000000
12,117,13,1,20.0000000000
12,117,13,2,20.0000000000
12,117,13,3,20.0000000000
12,117,14,1,20.0000000000
12,117,14,2,20.0000000000
12,117,14,3,20.0000000000
12,117,15,1,20.0000000000
12,117,15,2,20.0000000000
12,117,15,3,20.0000000000
12,117,16,1,20.0000000000
12,117,16,2,20.0000000000
12,117,16,3,20.0000000000
12,117,17,1,20.0000000000
12,117,17,2,20.0000000000
12,117,17,3,20.0000000000
12,117,18,1,20.0000000000
12,117,18,2,20.0000000000
12,117,18,3,20.0000000000
12,117,19,1,20.0000000000
12,117,19,2,20.0000000000
12,117,19,3,20.0000000000
12,117,20,1,20.0000000000
12,117,20,2,20.0000000000
12,117,20,3,20.0000000000
12,117,21,1,20.0000000000
12,117,21,2,20.0000000000
12,117,21,3,20.0000000000
12,117,22,1,20.0000000000
12,117,22,2,20.0000000000
12,117,22,3,20.0000000000
12,117,23,1,20.0000000000
12,117,23,2,20.0000000000
12,117,23,3,20.0000000000
12,117,24,1,20.0000000000
12,117,24,2,20.0000000000
12,117,24,3,20.0000000000
12,117,25,1,20.0000000000
12,117,25,2,20.0000000000
12,117,25,3,20.0000000000
12,117,26,1,20.0000000000
12,117,26,2,20.0000000000
12,117,26,3,20.0000000000
12,117,27,1,20.0000000000
12,117,27,2,20.0000000000
12,117,27,3,20.0000000000
12,117,28,1,20.0000000000
12,117,28,2,20.0000000000
12,117,28,3,20.0000000000
12,117,29,1,20.0000000000
12,117,29,2,20.0000000000
12,117,29,3,20.0000000000
12,117,30,1,20.0000000000
12,117,30,2,20.0000000000
12,117,30,3,20.0000000000
12,117,31,1,20.0000000000
12,117,31,2,20.0000000000
12,117,31,3,20.0000000000
12,117,32,1,20.0000000000
12,117,32,2,20.0000000000
12,117,32,3,20.0000000000
12,117,33,1,20.0000000000
12,117,33,2,20.0000000000
12,117,33,3,20.0000000000
12,117,34,1,20.0000000000
12,117,34,2,20.0000000000
12,117,34,3,20.0000000000
12,117,35,1,20.0000000000
12,117,35,2,20.0000000000
12,117,35,3,20.0000000000
12,117,36,1,20.0000000000
12,117,36,2,20.0000000000
12,117,36,3,20.0000000000
12,117,37,1,20.0000000000
12,117,37,2,20.0000000000
12,117,37,3,20.0000000000
12,117,38,1,20.0000000000
12,117,38,2,20.0000000000
12,117,38,3,20.0000000000
12,117,39,1,20.0000000000
12,117,39,2,20.0000000000
12,117,39,3,20.0000000000
12,117,40,1,20.0000000000
12,117,40,2,20.0000000000
12,117,40,3,20.0000000000
12,117,41,1,20.0000000000
12,117,41,2,20.0000000000
12,117,41,3,20.0000000000
12,117,42,1,20.0000000000
12,117,42,2,20.0000000000
12,117,42,3,20.0000000000
12,117,43,1,20.0000000000
12,117,43,2,20.0000000000
12,117,43,3,20.0000000000
12,117,44,1,20.0000000000
12,117,44,2,20.0000000000
12,117,44,3,20.0000000000
12,117,45,1,20.0000000000
12,117,45,2,20.0000000000
12,117,45,3,20.0000000000
12,117,46,1,20.0000000000
12,117,46,2,20.0000000000
12,117,46,3,20.0000000000
12,117,47,1,20.0000000000
12,117,47,2,20.0000000000
12,117,47,3,20.0000000000
12,117,48,1,20.0000000000
12,117,48,2,20.0000000000
12,117,48,3,20.0000000000
12,117,49,1,20.0000000000
12,117,49,2,20.0000000000
12,117,49,3,20.0000000000
12,117,50,1,20.0000000000
12,117,50,2,20.0000000000
12,117,50,3,20.0000000000
12,117,51,1,20.0000000000
12,117,51,2,20.0000000000
12,117,51,3,20.0000000000
12,117,52,1,20.0000000000
12,117,52,2,20.0000000000
12,117,52,3,20.0000000000
12,117,53,1,20.0000000000
12,117,53,2,20.0000000000
12,117,53,3,20.0000000000
12,117,54,1,20.0000000000
12,117,54,2,20.0000000000
12,117,54,3,20.0000000000
12,117,55,1,20.0000000000
12,117,55,2,20.0000000000
12,117,55,3,20.0000000000
12,117,56,1,20.0000000000
12,117,56,2,20.0000000000
12,117,56,3,20.0000000000
12,117,57,1,20.0000000000
12,117,57,2,20.0000000000
12,117,57,3,20.0000000000
12,117,58,1,20.0000000000
12,117,58,2,20.0000000000
12,117,58,3,20.0000000000
12,117,59,1,20.0000000000
12,117,59,2,20.0000000000
12,117,59,3,20.0000000000
12,117,60,1,20.0000000000
12,117,60,2,20.0000000000
12,117,60,3,20.0000000000
12,117,61,1,20.0000000000
12,117,61,2,20.0000000000
12,117,61,3,20.0000000000
12,117,62,1,20.0000000000
12,117,62,2,20.0000000000
12,117,62,3,20.0000000000
12,117,63,1,20.0000000000
12,117,63,2,20.0000000000
12,117,63,3,20.0000000000
12,117,64,1,20.0000000000
12,117,64,2,20.0000000000
12,117,64,3,20.0000000000
12,117,65,1,20.0000000000
12,117,65,2,20.0000000000
12,117,65,3,20.0000000000
12,117,66,1,20.0000000000
12,117,66,2,20.0000000000
12,117,66,3,20.0000000000
12,117,67,1,20.0000000000
12,117,67,2,20.0000000000
12,117,67,3,20.0000000000
12,117,68,1,20.0000000000
12,117,68,2,20.0000000000
12,117,68,3,20.0000000000
12,117,69,1,20.0000000000
12,117,69,2,20.0000000000
12,117,69,3,20.0000000000
12,117,70,1,20.0000000000
12,117,70,2,20.0000000000
12,117,70,3,20.0000000000
12,117,71,1,20.0000000000
12,117,71,2,20.0000000000
12,117,71,3,20.0000000000
12,117,72,1,20.0000000000
12,117,72,2,20.0000000000
12,117,72,3,20.0000000000
12,117,73,1,20.0000000000
12,117,73,2,20.0000000000
12,117,73,3,20.0000000000
12,117,74,1,20.0000000000
12,117,74,2,20.0000000000
12,117,74,3,20.0000000000
12,117,75,1,20.0000000000
12,117,75,2,20.0000000000
12,117,75,3,20.0000000000
12,117,76,1,20.0000000000
12,117,76,2,20.0000000000
12,117,76,3,20.0000000000
12,117,77,1,20.0000000000
12,117,77,2,20.0000000000
12,117,77,3,20.0000000000
12,117,78,1,20.0000000000
12,117,78,2,20.0000000000
12,117,78,3,20.0000000000
12,117,79,1,20.0000000000
12,117,79,2,20.0000000000
12,117,79,3,20.0000000000
12,117,80,1,20.0000000000
12,117,80,2,20.0000000000
12,117,80,3,20.0000000000
12,117,81,1,20.0000000000
12,117,81,2,20.0000000000
12,117,81,3,20.0000000000
12,117,82,1,20.0000000000
12,117,82,2,20.0000000000
12,117,82,3,20.0000000000
12,117,83,1,20.0000000000
12,117,83,2,20.0000000000
12,117,83,3,20.0000000000
12,117,84,1,20.0000000000
12,117,84,2,20.0000000000
12,117,84,3,20.0000000000
12,117,85,1,20.0000000000
12,117,85,2,20.0000000000
12,117,85,3,20.0000000000
12,117,86,1,20.0000000000
12,117,86,2,20.0000000000
12,117,86,3,20.0000000000
12,117,87,1,20.0000000000
12,117,87,2,20.0000000000
12,117,87,3,20.0000000000
12,117,88,1,20.0000000000
12,117,88,2,20.0000000000
12,117,88,3,20.0000000000
12,117,89,1,20.0000000000
12,117,89,2,20.0000000000
12,117,89,3,20.0000000000
12,117,90,1,20.0000000000
12,117,90,2,20.0000000000
12,117,90,3,20.0000000000
12,117,91,1,20.0000000000
12,117,91,2,20.0000000000
12,117,91,3,20.0000000000
12,117,92,1,20.0000000000
12,117,92,2,20.0000000000
12,117,92,3,20.0000000000
12,117,93,1,20.0000000000
12,117,93,2,20.0000000000
12,117,93,3,20.0000000000
12,117,94,1,20.0000000000
12,117,94,2,20.0000000000
12,117,94,3,20.0000000000
12,117,95,1,20.0000000000
12,117,95,2,20.0000000000
12,117,95,3,20.0000000000
12,117,96,1,20.0000000000
12,117,96,2,20.0000000000
12,117,96,3,20.0000000000
12,117,97,1,20.0000000000
12,117,97,2,20.0000000000
12,117,97,3,20.0000000000
12,117,98,1,20.0000000000
12,117,98,2,20.0000000000
12,117,98,3,20.0000000000
12,117,99,1,20.0000000000
12,117,99,2,20.0000000000
12,117,99,3,20.0000000000
12,117,100,1,20.0000000000
12,117,100,2,20.0000000000
12,117,100,3,20.0000000000
12,117,101,1,20.0000000000
12,117,101,2,20.0000000000
12,117,101,3,20.0000000000
12,117,102,1,20.0000000000
12,117,102,2,20.0000000000
12,117,102,3,20.0000000000
12,117,103,1,20.0000000000
12,117,103,2,20.0000000000
12,117,103,3,20.0000000000
12,117,104,1,20.0000000000
12,117,104,2,20.0000000000
12,117,104,3,20.0000000000
12,117,105,1,20.0000000000
12,117,105,2,20.0000000000
12,117,105,3,20.0000000000
12,117,106,1,20.0000000000
12,117,106,2,20.0000000000
12,117,106,3,20.0000000000
12,117,107,1,20.0000000000
12,117,107,2,20.0000000000
12,117,107,3,20.0000000000
12,117,108,1,20.0000000000
12,117,108,2,20.0000000000
12,117,108,3,20.0000000000
12,117,109,1,20.0000000000
12,117,109,2,20.0000000000
12,117,109,3,20.0000000000
12,117,110,1,20.0000000000
12,117,110,2,20.0000000000
12,117,110,3,20.0000000000
12,117,111,1,20.0000000000
12,117,111,2,20.0000000000
12,117,111,3,20.0000000000
12,117,112,1,20.0000000000
12,117,112,2,20.0000000000
12,117,112,3,20.0000000000
12,117,113,1,20.0000000000
12,117,113,2,20.0000000000
12,117,113,3,20.0000000000
12,117,114,1,20.0000000000
12,117,114,2,20.0000000000
12,117,114,3,20.0000000000
12,117,115,1,20.0000000000
12,117,115,2,20.0000000000
12,117,115,3,20.0000000000
12,117,116,1,20.0000000000
12,117,116,2,20.0000000000
12,117,116,3,20.0000000000
12,117,117,1,20.0000000000
12,117,117,2,20.0000000000
12,117,117,3,20.0000000000
12,117,118,1,20.0000000000
12,117,118,2,20.0000000000
12,117,118,3,20.0000000000
12,117,119,1,20.0000000000
12,117,119,2,20.0000000000
12,117,119,3,20.0000000000
12,117,120,1,20.0000000000
12,117,120,2,20.0000000000
12,117,120,3,20.0000000000
12,117,121,1,20.0000000000
12,117,121,2,20.0000000000
12,117,121,3,20.0000000000
12,117,122,1,20.0000000000
12,117,122,2,20.0000000000
12,117,122,3,20.0000000000
12,117,123,1,20.0000000000
12,117,123,2,20.0000000000
12,117,123,3,20.0000000000
12,117,124,1,20.0000000000
12,117,124,2,20.0000000000
12,117,124,3,20.0000000000
12,117,125,1,20.0000000000
12,117,125,2,20.0000000000
12,117,125,3,20.0000000000
12,117,126,1,20.0000000000
12,117,126,2,20.0000000000
12,117,126,3,20.0000000000
12,117,127,1,20.0000000000
12,117,127,2,20.0000000000
12,117,127,3,20.0000000000
12,117,128,1,20.0000000000
12,117,128,2,20.0000000000
12,117,128,3,20.0000000000
12,117,129,1,20.0000000000
12,117,129,2,20.0000000000
12,117,129,3,20.0000000000
12,117,130,1,20.0000000000
12,117,130,2,20.0000000000
12,117,130,3,20.0000000000
12,117,131,1,20.0000000000
12,117,131,2,20.0000000000
12,117,131,3,20.0000000000
12,117,132,1,20.0000000000
12,117,132,2,20.0000000000
12,117,132,3,20.0000000000
12,117,133,1,20.0000000000
12,117,133,2,20.0000000000
12,117,133,3,20.0000000000
12,117,134,1,20.0000000000
12,117,134,2,20.0000000000
12,117,134,3,20.0000000000
12,117,135,1,20.0000000000
12,117,135,2,20.0000000000
12,117,135,3,20.0000000000
12,117,136,1,20.0000000000
12,117,136,2,20.0000000000
12,117,136,3,20.0000000000
12,117,137,1,20.0000000000
12,117,137,2,20.0000000000
12,117,137,3,20.0000000000
12,117,138,1,20.0000000000
12,117,138,2,20.0000000000
12,117,138,3,20.0000000000
12,117,139,1,20.0000000000
12,117,139,2,20.0000000000
12,117,139,3,20.0000000000
12,117,140,1,20.0000000000
12,117,140,2,20.0000000000
12,117,140,3,20.0000000000
12,117,141,1,20.0000000000
12,117,141,2,20.0000000000
12,117,141,3,20.0000000000
12,117,142,1,20.0000000000
12,117,142,2,20.0000000000
12,117,142,3,20.0000000000
12,117,143,1,20.0000000000
12,117,143,2,20.0000000000
12,117,143,3,20.0000000000
12,117,144,1,20.0000000000
12,117,144,2,20.0000000000
12,117,144,3,20.0000000000
12,117,145,1,20.0000000000
12,117,145,2,20.0000000000
12,117,145,3,20.0000000000
12,117,146,1,20.0000000000
12,117,146,2,20.0000000000
12,117,146,3,20.0000000000
12,117,147,1,20.0000000000
12,117,147,2,20.0000000000
12,117,147,3,20.0000000000
12,117,148,1,20.0000000000
12,117,148,2,20.0000000000
12,117,148,3,20.0000000000
12,117,149,1,20.0000000000
12,117,149,2,20.0000000000
12,117,149,3,20.0000000000
12,117,150,1,20.0000000000
12,117,150,2,20.0000000000
12,117,150,3,20.0000000000
12,117,151,1,20.0000000000
12,117,151,2,20.0000000000
12,117,151,3,20.0000000000
12,117,152,1,20.0000000000
12,117,152,2,20.0000000000
12,117,152,3,20.0000000000
12,117,153,1,20.0000000000
12,117,153,2,20.0000000000
12,117,153,3,20.0000000000
12,117,154,1,20.0000000000
12,117,154,2,20.0000000000
12,117,154,3,20.0000000000
12,117,155,1,20.0000000000
12,117,155,2,20.0000000000
12,117,155,3,20.0000000000
12,117,156,1,20.0000000000
12,117,156,2,20.0000000000
12,117,156,3,20.0000000000
12,117,157,1,20.0000000000
12,117,157,2,20.0000000000
12,117,157,3,20.0000000000
12,117,158,1,20.0000000000
12,117,158,2,20.0000000000
12,117,158,3,20.0000000000
12,117,159,1,20.0000000000
12,117,159,2,20.0000000000
12,117,159,3,20.0000000000
12,117,160,1,20.0000000000
12,117,160,2,20.0000000000
12,117,160,3,20.0000000000
12,117,161,1,20.0000000000
12,117,161,2,20.0000000000
12,117,161,3,20.0000000000
12,117,162,1,20.0000000000
12,117,162,2,20.0000000000
12,117,162,3,20.0000000000
12,117,163,1,20.0000000000
12,117,163,2,20.0000000000
12,117,163,3,20.0000000000
12,117,164,1,20.0000000000
12,117,164,2,20.0000000000
12,117,164,3,20.0000000000
12,117,165,1,20.0000000000
12,117,165,2,20.0000000000
12,117,165,3,20.0000000000
12,117,166,1,20.0000000000
12,117,166,2,20.0000000000
12,117,166,3,20.0000000000
12,117,167,1,20.0000000000
12,117,167,2,20.0000000000
12,117,167,3,20.0000000000
12,117,168,1,20.0000000000
12,117,168,2,20.0000000000
12,117,168,3,20.0000000000
13,15,1,1,-12.2520597525
13,15,1,2,-39.6593606849
13,15,1,3,-9.0531777586
13,15,2,1,-12.3407846844
13,15,2,2,-10.9604593425
13,15,2,3,-13.7729154109
13,15,3,1,-20.0260781766
13,15,3,2,-13.8942748931
13,15,3,3,-17.2369121047
13,15,4,1,-25.1744863457
13,15,4,2,-28.5580276605
13,15,4,3,-14.4140759511
13,15,5,1,-11.3686558313
13,15,5,2,-22.9128158082
13,15,5,3,-10.2220824165
13,15,6,1,-7.2283061568
13,15,6,2,-41.7914026791
13,15,6,3,-11.0955798661
13,15,7,1,-6.2411646014
13,15,7,2,-19.6684201181
13,15,7,3,-22.5690873510
13,15,8,1,-14.1283289887
13,15,8,2,-28.4280264210
13,15,8,3,-17.6374851529
13,15,9,1,-22.9199319580
13,15,9,2,-41.5385051101
13,15,9,3,-11.0789512654
13,15,10,1,-15.2850933776
13,15,10,2,-15.5849118657
13,15,10,3,-4.7950717823
13,15,11,1,-17.8584361777
13,15,11,2,-20.5641259244
13,15,11,3,-40.2826821349
13,15,12,1,-32.4645709745
13,15,12,2,-62.9929132234
13,15,12,3,-16.0845166455
13,15,13,1,-28.3197573282
13,15,13,2,-27.8792550614
13,15,13,3,-11.9195921539
13,15,14,1,-13.1251530553
13,15,14,2,-15.8767636143
13,15,14,3,-12.6429286301
13,15,15,1,-9.2291570656
13,15,15,2,-14.4563403266
13,15,15,3,-7.9955009480
13,15,16,1,-11.6011421397
13,15,16,2,-10.8978036083
13,15,16,3,-8.9930178332
13,15,17,1,-17.3649088461
13,15,17,2,-9.6768570062
13,15,17,3,-11.2556451109
13,15,18,1,-20.6754388121
13,15,18,2,1.7999726645
13,15,18,3,-17.2656549242
13,15,19,1,9.4238367167
13,15,19,2,-19.1376608885
13,15,19,3,-25.0291338457
13,15,20,1,-15.1384480616
13,15,20,2,-16.0316163560
13,15,20,3,-27.7307147651
13,15,21,1,-20.5293677770
13,15,21,2,-10.4739146083
13,15,21,3,-21.1280148677
13,15,22,1,-9.8849696278
13,15,22,2,-22.3060985056
13,15,22,3,-26.5157861441
13,15,23,1,-15.8594491311
13,15,23,2,-10.8117004767
13,15,23,3,-24.1044357137
13,15,24,1,-10.0982524799
13,15,24,2,-13.1618606095
13,15,24,3,-22.3071199352
13,15,25,1,-30.1276479739
13,15,25,2,-13.0898483365
13,15,25,3,-22.5049647593
13,15,26,1,-9.3747626533
13,15,26,2,-11.4419425808
13,15,26,3,-26.1020533202
13,15,27,1,-8.7301400148
13,15,27,2,-10.6311656720
13,15,27,3,-30.1131985664
13,15,28,1,-16.1070162676
13,15,28,2,-33.2438583856
13,15,28,3,-22.6389530999
13,15,29,1,-24.7519427261
13,15,29,2,-16.9065028004
13,15,29,3,-16.0576394518
13,15,30,1,-36.0852857975
13,15,30,2,-8.2343926602
13,15,30,3,-23.8410766041
13,15,31,1,-32.2838928913
13,15,31,2,-7.9274332265
13,15,31,3,-23.5843522447
13,15,32,1,-15.8173427761
13,15,32,2,-12.9924322001
13,15,32,3,-23.1182303185
13,15,33,1,-16.9115954646
13,15,33,2,-8.8408738328
13,15,33,3,-13.8788683184
13,15,34,1,-12.5506432988
13,15,34,2,-14.3499816120
13,15,34,3,-44.2745292255
13,15,35,1,-11.7167546745
13,15,35,2,-1.8725007144
13,15,35,3,-11.6524983862
13,15,36,1,-14.4246750489
13,15,36,2,5.1647481702
13,15,36,3,-21.2951324771
13,15,37,1,-7.4493620858
13,15,37,2,-11.5857931777
13,15,37,3,-19.4212405391
13,15,38,1,-19.6807647667
13,15,38,2,-7.5259088576
13,15,38,3,-22.4499305396
13,15,39,1,-17.7741484910
13,15,39,2,-15.7593986347
13,15,39,3,-26.1061240997
13,15,40,1,-23.2523309550
13,15,40,2,-20.6811388108
13,15,40,3,-23.2581943440
13,15,41,1,-27.4388547322
13,15,41,2,-23.8385308066
13,15,41,3,-20.3858278800
13,15,42,1,-38.9898788445
13,15,42,2,-18.0071589130
13,15,42,3,-24.5554071933
13,15,43,1,-25.9390068394
13,15,43,2,-17.0864017148
13,15,43,3,-29.4971614202
13,15,44,1,-25.2690409797
13,15,44,2,-19.0411492705
13,15,44,3,-25.8706744595
13,15,45,1,-24.2810653259
13,15,45,2,-25.1591265338
13,15,45,3,-28.4071100679
13,15,46,1,-17.4059413070
13,15,46,2,-16.6794934287
13,15,46,3,-23.5049660002
13,15,47,1,-11.3572862123
13,15,47,2,-11.9581011266
13,15,47,3,-24.6771151510
13,15,48,1,-6.2069905302
13,15,48,2,-11.5146956504
13,15,48,3,-17.3787261188
13,15,49,1,-13.6141949506
13,15,49,2,-5.8475083743
13,15,49,3,-27.3117403247
13,15,50,1,-19.0808989138
13,15,50,2,-11.3210817579
13,15,50,3,-11.1423741269
13,15,51,1,-18.8573200273
13,15,51,2,-9.2158949405
13,15,51,3,-10.3515657724
13,15,52,1,-17.9416595490
13,15,52,2,-10.6692175500
13,15,52,3,-13.5913851220
13,15,53,1,-21.9612406091
13,15,53,2,-11.8354027138
13,15,53,3,-16.9269899111
13,15,54,1,-11.6716428741
13,15,54,2,-17.7325677467
13,15,54,3,-22.3340621394
13,15,55,1,-14.8381141378
13,15,55,2,-8.3327209260
13,15,55,3,-20.7885269455
13,15,56,1,-19.2849473133
13,15,56,2,-13.4265965602
13,15,56,3,-15.3540855190
13,15,57,1,-23.2156988408
13,15,57,2,-16.3400502383
13,15,57,3,-12.6115444528
13,15,58,1,-27.6378671237
13,15,58,2,-14.9434031644
13,15,58,3,-12.5900965679
13,15,59,1,-24.1424486238
13,15,59,2,-9.2507425998
13,15,59,3,-27.3048353922
13,15,60,1,-19.5386988145
13,15,60,2,-13.4702898137
13,15,60,3,-9.5348361875
13,15,61,1,-19.3656007721
13,15,61,2,-10.1590899124
13,15,61,3,-19.7763028064
13,15,62,1,-10.9927406302
13,15,62,2,-12.1212084497
13,15,62,3,-17.5025390933
13,15,63,1,-14.6875068125
13,15,63,2,-36.2258571918
13,15,63,3,-16.0407753879
13,15,64,1,-21.9913162283
13,15,64,2,-29.2289519458
13,15,64,3,-18.9294461378
13,15,65,1,-16.1843870148
13,15,65,2,-20.4571240410
13,15,65,3,-17.2881959948
13,15,66,1,-15.3779700582
13,15,66,2,-21.5495313771
13,15,66,3,-18.1106974938
13,15,67,1,-16.3097287215
13,15,67,2,-26.2689831762
13,15,67,3,-13.0134718817
13,15,68,1,-9.8754282663
13,15,68,2,-19.8245973227
13,15,68,3,-33.6772406883
13,15,69,1,-10.5235384339
13,15,69,2,-17.9635081784
13,15,69,3,-12.1823158025
13,15,70,1,-9.9046568429
13,15,70,2,-10.5800468825
13,15,70,3,-14.0589174993
13,15,71,1,-11.7719613771
13,15,71,2,-10.2004300194
13,15,71,3,-19.4384721008
13,15,72,1,-11.8986600218
13,15,72,2,-13.1260922391
13,15,72,3,-23.0215637960
13,15,73,1,-9.5849468782
13,15,73,2,-19.1935396942
13,15,73,3,-19.7888967883
13,15,74,1,-14.6059003730
13,15,74,2,-16.0719767903
13,15,74,3,-29.2816674968
13,15,75,1,-18.6450955137
13,15,75,2,-21.0494578492
13,15,75,3,-26.8740429535
13,15,76,1,-16.3551445769
13,15,76,2,-8.3000688613
13,15,76,3,-25.7742422445
13,15,77,1,-14.5357549010
13,15,77,2,-9.3106207393
13,15,77,3,-23.0070142828
13,15,78,1,-11.1623952761
13,15,78,2,-10.8082095329
13,15,78,3,-28.4530800374
13,15,79,1,-6.3980163646
13,15,79,2,-20.0898725050
13,15,79,3,-27.0821536438
13,15,80,1,-2.3484873406
13,15,80,2,-27.5305007114
13,15,80,3,-15.9319486732
13,15,81,1,-11.3245839971
13,15,81,2,-28.0154747428
13,15,81,3,-18.6785633234
13,15,82,1,-20.0560499251
13,15,82,2,-21.4240577902
13,15,82,3,-34.0491733390
13,15,83,1,-22.7970077697
13,15,83,2,-34.8493909738
13,15,83,3,-36.3492708423
13,15,84,1,-20.6136727271
13,15,84,2,-38.1797027815
13,15,84,3,-7.5536859417
13,15,85,1,-14.3730020657
13,15,85,2,-19.9892143369
13,15,85,3,-10.1854743431
13,15,86,1,-11.5267898507
13,15,86,2,-18.1787788266
13,15,86,3,-12.8714584597
13,15,87,1,-10.5711761373
13,15,87,2,-18.4152491537
13,15,87,3,-11.6252926962
13,15,88,1,-10.4887044507
13,15,88,2,-7.2537147105
13,15,88,3,-27.8361550695
13,15,89,1,-15.8426995538
13,15,89,2,-16.2851146898
13,15,89,3,-26.1699543699
13,15,90,1,-16.7633119934
13,15,90,2,-31.2440525227
13,15,90,3,-25.9276228813
13,15,91,1,-17.1507368140
13,15,91,2,-11.7226913119
13,15,91,3,-20.3331483876
13,15,92,1,-26.5778706464
13,15,92,2,-28.5694538765
13,15,92,3,-13.0716135851
13,15,93,1,-21.0191526375
13,15,93,2,-13.2509324546
13,15,93,3,-15.6119798857
13,15,94,1,-14.8118180477
13,15,94,2,-11.3907593804
13,15,94,3,-10.8636997351
13,15,95,1,-8.8911125371
13,15,95,2,-40.8604945555
13,15,95,3,-16.6386756581
13,15,96,1,-14.9046960466
13,15,96,2,-9.1365031201
13,15,96,3,-15.3419375405
13,15,97,1,-12.1446195102
13,15,97,2,-3.9170019386
13,15,97,3,-18.2897223523
13,15,98,1,-19.3675904649
13,15,98,2,-39.6681075609
13,15,98,3,-15.3473145376
13,15,99,1,-17.2741057643
13,15,99,2,-40.0594020382
13,15,99,3,-16.8780966950
13,15,100,1,-13.4220906326
13,15,100,2,-27.3542210150
13,15,100,3,-14.3659638668
13,15,101,1,-18.9355484360
13,15,101,2,-24.0202248106
13,15,101,3,-14.1876763462
13,15,102,1,23.2479310934
13,15,102,2,-17.6663532868
13,15,102,3,-24.9751727153
13,15,103,1,-37.3814351942
13,15,103,2,-27.6366925252
13,15,103,3,-25.0307366568
13,15,104,1,-39.4353906981
13,15,104,2,-13.4398536647
13,15,104,3,-24.9072391497
13,15,105,1,-19.5433819676
13,15,105,2,-14.3384817219
13,15,105,3,-28.5425833902
13,15,106,1,-15.3255916939
13,15,106,2,-25.1263552816
13,15,106,3,-26.5326638639
13,15,107,1,-11.5216219038
13,15,107,2,-20.4927682344
13,15,107,3,-27.7904542121
13,15,108,1,-15.7618611130
13,15,108,2,-15.7159609796
13,15,108,3,0.3230988323
13,15,109,1,-12.6854605683
13,15,109,2,-17.3745152791
13,15,109,3,-15.2501605005
13,15,110,1,-9.9047409091
13,15,110,2,-18.3972963202
13,15,110,3,-39.0757582224
